date,kind,instrument_jp,instrument_en,offered,start,end,rate,yield,bids,allotted
2026-06-26,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-06-29,,,,2555.0,751.0
2026-06-26,jgb_purch,国債買入（物価連動債）,Outright purchases of JGBs(inflation-indexed bonds),400.0,2026-06-29,,,,1379.0,400.0
2026-06-26,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-26,2026-06-29,,0.75,876.0,876.0
2026-06-26,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-26,2026-06-29,,0.75,0.0,0.0
2026-06-29,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-29,2026-06-30,,0.75,955.0,955.0
2026-06-29,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-29,2026-06-30,,0.75,0.0,0.0
2026-06-30,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-30,2026-07-01,,0.75,601.0,601.0
2026-06-30,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-30,2026-07-01,,0.75,0.0,0.0
2026-06-30,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-07-02,2026-07-09,3.88,,0.0,0.0
2026-07-01,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-01,2026-07-02,,0.75,1010.0,1010.0
2026-07-01,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-01,2026-07-02,,0.75,0.0,0.0
2026-07-02,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-02,2026-07-03,,0.75,431.0,431.0
2026-07-02,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-02,2026-07-03,,0.75,0.0,0.0
2026-07-03,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-03,2026-07-06,,0.75,1005.0,1005.0
2026-07-03,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-03,2026-07-06,,0.75,0.0,0.0
2026-07-06,jgb_purch,国債買入（残存期間１年以下）,Outright purchases of JGBs(residual maturity of up to 1 year),1000.0,2026-07-07,,,,3382.0,1003.0
2026-07-06,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),3350.0,2026-07-07,,,,8931.0,3353.0
2026-07-06,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),1000.0,2026-07-07,,,,2976.0,1002.0
2026-07-06,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-06,2026-07-07,,0.75,1418.0,1418.0
2026-07-06,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-06,2026-07-07,,0.75,9.0,9.0
2026-07-07,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-07-08,2026-07-22,1.0,,18490.0,8009.0
2026-07-07,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-07,2026-07-08,,0.75,1679.0,1679.0
2026-07-07,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-07,2026-07-08,,0.75,0.0,0.0
2026-07-07,slf_usd,米ドル資金供給用担保国債供給（国債売現先）,Securities lending to provide JGSs as collateral for US Dollar Funds-Supplying Operations against Pooled Collateral (Sales of JGSs under repurchase agreements),5000.0,2026-07-08,2026-07-17,,0.97,3.0,3.0
2026-07-07,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-07-09,2026-07-16,3.88,,2.0,2.0
2026-07-08,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-08,2026-07-09,,0.75,1200.0,1200.0
2026-07-08,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-08,2026-07-09,,0.75,0.0,0.0
2026-07-09,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-09,2026-07-10,,0.75,2011.0,2011.0
2026-07-09,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-09,2026-07-10,,0.75,4.0,4.0
2026-07-10,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-10,2026-07-13,,0.75,1195.0,1195.0
2026-07-10,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-10,2026-07-13,,0.75,0.0,0.0
2026-07-13,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-13,2026-07-14,,0.75,899.0,835.0
2026-07-13,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-13,2026-07-14,,0.75,100.0,100.0
2026-07-14,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-14,2026-07-15,,0.75,322.0,322.0
2026-07-14,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-14,2026-07-15,,0.75,0.0,0.0
2026-07-14,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-07-16,2026-07-23,3.87,,0.0,0.0
2026-07-15,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),3550.0,2026-07-16,,,,8287.0,3554.0
2026-07-15,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),3200.0,2026-07-16,,,,6806.0,3204.0
2026-07-15,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-07-16,,,,1903.0,751.0
2026-07-15,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-15,2026-07-16,,0.75,324.0,324.0
2026-07-15,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-15,2026-07-16,,0.75,50.0,50.0
2026-07-16,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-16,2026-07-17,,0.5,482.0,482.0
2026-07-16,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-16,2026-07-17,,0.5,0.0,0.0
2026-07-17,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-17,2026-07-21,,0.5,1371.0,1371.0
2026-07-17,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-17,2026-07-21,,0.5,0.0,0.0
2026-07-21,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-07-22,2026-08-05,1.0,,22663.0,8003.0
2026-07-21,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-21,2026-07-22,,0.5,862.0,862.0
2026-07-21,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-21,2026-07-22,,0.5,1.0,1.0
2026-07-21,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-07-23,2026-07-30,3.87,,2.0,2.0
2026-07-22,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-22,2026-07-23,,0.5,429.0,429.0
2026-07-22,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-22,2026-07-23,,0.5,0.0,0.0
2026-07-23,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),3550.0,2026-07-24,,,,8180.0,3552.0
2026-07-23,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),3350.0,2026-07-24,,,,7303.0,3355.0
2026-07-23,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),1000.0,2026-07-24,,,,3764.0,1003.0
2026-07-23,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-23,2026-07-24,,0.5,171.0,171.0
2026-07-23,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-23,2026-07-24,,0.5,17.0,17.0
2026-07-24,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-24,2026-07-27,,0.5,55.0,55.0
2026-07-24,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-24,2026-07-27,,0.5,0.0,0.0
2026-07-27,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-27,2026-07-28,,0.5,48.0,48.0
2026-07-27,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-27,2026-07-28,,0.5,0.0,0.0
2026-07-28,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-28,2026-07-29,,0.5,89.0,89.0
2026-07-28,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-28,2026-07-29,,0.5,0.0,0.0
2026-07-28,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-07-30,2026-08-06,3.96,,0.0,0.0
2026-07-29,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),3200.0,2026-07-30,,,,9718.0,3205.0
2026-07-29,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-07-30,,,,1366.0,751.0
2026-07-29,jgb_purch,国債買入（物価連動債）,Outright purchases of JGBs(inflation-indexed bonds),300.0,2026-07-30,,,,1124.0,300.0
2026-07-29,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-29,2026-07-30,,0.5,449.0,449.0
2026-07-29,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-29,2026-07-30,,0.5,0.0,0.0
2026-07-30,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-30,2026-07-31,,0.5,609.0,609.0
2026-07-30,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-30,2026-07-31,,0.5,0.0,0.0
2026-07-31,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-07-31,2026-08-03,,0.5,668.0,668.0
2026-07-31,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-07-31,2026-08-03,,0.5,2.0,2.0
2026-08-03,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-03,2026-08-04,,0.5,924.0,924.0
2026-08-03,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-03,2026-08-04,,0.5,157.0,157.0
2026-08-04,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-08-05,2026-08-19,1.0,,18088.0,8008.0
2026-08-04,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-04,2026-08-05,,0.5,331.0,331.0
2026-08-04,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-04,2026-08-05,,0.5,0.0,0.0
2026-08-04,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-08-06,2026-08-14,3.88,,0.0,0.0
2026-08-05,jgb_purch,国債買入（残存期間１年以下）,Outright purchases of JGBs(residual maturity of up to 1 year),1000.0,2026-08-06,,,,5497.0,1002.0
2026-08-05,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),3550.0,2026-08-06,,,,11390.0,3552.0
2026-08-05,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),1000.0,2026-08-06,,,,2280.0,1001.0
2026-08-05,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-05,2026-08-06,,0.5,426.0,426.0
2026-08-05,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-05,2026-08-06,,0.5,178.0,178.0
2026-08-06,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-06,2026-08-07,,0.5,746.0,746.0
2026-08-06,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-06,2026-08-07,,0.5,93.0,93.0
2026-08-07,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-07,2026-08-10,,0.5,561.0,561.0
2026-08-07,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-07,2026-08-10,,0.5,2.0,2.0
2026-08-10,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-10,2026-08-12,,0.5,290.0,290.0
2026-08-10,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-10,2026-08-12,,0.5,0.0,0.0
2026-08-12,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-12,2026-08-13,,0.5,82.0,82.0
2026-08-12,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-12,2026-08-13,,0.5,0.0,0.0
2026-08-12,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-08-14,2026-08-20,3.88,,1.0,1.0
2026-08-13,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),3200.0,2026-08-14,,,,7953.0,3203.0
2026-08-13,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),3350.0,2026-08-14,,,,8676.0,3353.0
2026-08-13,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-08-14,,,,2500.0,752.0
2026-08-13,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-13,2026-08-14,,0.5,532.0,532.0
2026-08-13,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-13,2026-08-14,,0.5,0.0,0.0
2026-08-14,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-14,2026-08-17,,0.5,254.0,254.0
2026-08-14,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-14,2026-08-17,,0.5,0.0,0.0
2026-08-17,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-17,2026-08-18,,0.5,1002.0,1002.0
2026-08-17,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-17,2026-08-18,,0.5,450.0,450.0
2026-08-18,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-08-19,2026-09-02,1.0,,20181.0,8005.0
2026-08-18,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-18,2026-08-19,,0.5,370.0,370.0
2026-08-18,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-18,2026-08-19,,0.5,0.0,0.0
2026-08-18,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-08-20,2026-08-27,3.88,,2.0,2.0
2026-08-19,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),3550.0,2026-08-20,,,,7034.0,3552.0
2026-08-19,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),3350.0,2026-08-20,,,,6169.0,3354.0
2026-08-19,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-08-20,,,,1362.0,752.0
2026-08-19,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-19,2026-08-20,,0.5,386.0,386.0
2026-08-19,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-19,2026-08-20,,0.5,1.0,1.0
2026-08-20,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-20,2026-08-21,,0.5,824.0,824.0
2026-08-20,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-20,2026-08-21,,0.5,0.0,0.0
2026-08-21,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-21,2026-08-24,,0.5,639.0,639.0
2026-08-21,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-21,2026-08-24,,0.5,20.0,20.0
2026-08-24,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-24,2026-08-25,,0.5,179.0,179.0
2026-08-24,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-24,2026-08-25,,0.5,0.0,0.0
2026-08-25,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-25,2026-08-26,,0.5,209.0,209.0
2026-08-25,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-25,2026-08-26,,0.5,36.0,36.0
2026-08-25,slf_usd,米ドル資金供給用担保国債供給（国債売現先）,Securities lending to provide JGSs as collateral for US Dollar Funds-Supplying Operations against Pooled Collateral (Sales of JGSs under repurchase agreements),5000.0,2026-08-26,2026-09-04,,0.97,3.0,3.0
2026-08-25,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-08-27,2026-09-03,3.88,,1.0,1.0
2026-08-26,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-26,2026-08-27,,0.5,9.0,9.0
2026-08-26,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-26,2026-08-27,,0.5,0.0,0.0
2026-08-27,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),3200.0,2026-08-28,,,,7302.0,3207.0
2026-08-27,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),1000.0,2026-08-28,,,,2823.0,1007.0
2026-08-27,jgb_purch,国債買入（物価連動債）,Outright purchases of JGBs(inflation-indexed bonds),300.0,2026-08-28,,,,1114.0,300.0
2026-08-27,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-27,2026-08-28,,0.5,207.0,207.0
2026-08-27,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-27,2026-08-28,,0.5,0.0,0.0
2026-08-28,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-28,2026-08-31,,0.5,495.0,495.0
2026-08-28,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-28,2026-08-31,,0.5,0.0,0.0
2026-08-31,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-08-31,2026-09-01,,0.5,464.0,464.0
2026-08-31,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-08-31,2026-09-01,,0.5,0.0,0.0
2026-09-01,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-09-02,2026-09-16,1.0,,20225.0,8010.0
2026-09-01,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-09-01,2026-09-02,,0.5,329.0,329.0
2026-09-01,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-09-01,2026-09-02,,0.5,0.0,0.0
2026-09-01,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-09-03,2026-09-10,3.88,,0.0,0.0
2026-09-02,jgb_purch,国債買入（残存期間１年以下）,Outright purchases of JGBs(residual maturity of up to 1 year),1000.0,2026-09-03,,,,4534.0,1002.0
2026-09-02,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),3200.0,2026-09-03,,,,12363.0,3200.0
2026-09-02,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),1000.0,2026-09-03,,,,3133.0,1004.0
2026-09-02,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-09-02,2026-09-03,,0.5,146.0,146.0
2026-09-02,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-09-02,2026-09-03,,0.5,0.0,0.0
